query_id,timestamp,query_text,intent,num_candidates,num_used,similarity_scores,max_score,min_score,mean_score,score_range
q_1772136225_0090,2026-02-27 01:33:45,Tell me about restaurants that surprised people,general,20,4,"[0.6962109208106995, 0.691645085811615, 0.6791427135467529, 0.6783822774887085, 0.6779778003692627, 0.675460934638977, 0.6748666763305664, 0.6748175621032715, 0.6747103333473206, 0.6734240055084229, 0.6731760501861572, 0.6720936298370361, 0.6720848083496094, 0.6713482141494751, 0.6708160042762756, 0.6701784133911133, 0.670097827911377, 0.669996976852417, 0.6696711778640747, 0.6690691709518433]",0.696211,0.669069,0.675259,0.027142
q_1772136231_0091,2026-02-27 01:33:51,What creative dishes have reviewers mentioned?,general,20,4,"[0.6158279776573181, 0.6150776147842407, 0.6104021072387695, 0.60817551612854, 0.6064896583557129, 0.6033720374107361, 0.6026241779327393, 0.6016512513160706, 0.6012946963310242, 0.6012648344039917, 0.6011720895767212, 0.6005371809005737, 0.5999425649642944, 0.5987430810928345, 0.5985047817230225, 0.5981082916259766, 0.5978643894195557, 0.5974908471107483, 0.5969980359077454, 0.5967251062393188]",0.615828,0.596725,0.602613,0.019103
q_1772136239_0092,2026-02-27 01:33:59,What are some underrated restaurants?,general,20,4,"[0.6762293577194214, 0.6600424647331238, 0.6578888297080994, 0.6577109694480896, 0.6555871367454529, 0.6549550890922546, 0.651055097579956, 0.6510321497917175, 0.6496995687484741, 0.646154522895813, 0.6458563208580017, 0.645630955696106, 0.6433768272399902, 0.6429324150085449, 0.6427233219146729, 0.6417961120605469, 0.6416218876838684, 0.64106285572052, 0.6409828662872314, 0.6409115195274353]",0.676229,0.640912,0.649363,0.035318
q_1772136245_0093,2026-02-27 01:34:05,restaurants,general,20,4,"[0.6516183018684387, 0.6479053497314453, 0.6455463171005249, 0.6455352902412415, 0.6450483798980713, 0.6446872353553772, 0.6424305438995361, 0.6415706276893616, 0.6409648060798645, 0.6395556926727295, 0.638839066028595, 0.6382931470870972, 0.6379494667053223, 0.6377134323120117, 0.6369779109954834, 0.6368936896324158, 0.6351324319839478, 0.6342997550964355, 0.6342000961303711, 0.6332736611366272]",0.651618,0.633274,0.640422,0.018345
q_1772136254_0094,2026-02-27 01:34:14,food,aspect,20,5,"[0.6408720016479492, 0.6389274597167969, 0.6384854912757874, 0.635761022567749, 0.6316468119621277, 0.6302088499069214, 0.6298739314079285, 0.6286464333534241, 0.6238059997558594, 0.6191914081573486, 0.6181820631027222, 0.6180053949356079, 0.6179439425468445, 0.6171516180038452, 0.6168814897537231, 0.6161577701568604, 0.6161482930183411, 0.6156340837478638, 0.6154427528381348, 0.6151598691940308]",0.640872,0.61516,0.624206,0.025712
q_1772136261_0095,2026-02-27 01:34:21,Tell me everything,general,20,4,"[0.46834099292755127, 0.46151697635650635, 0.46027934551239014, 0.4601377248764038, 0.4581298232078552, 0.4569751024246216, 0.45663708448410034, 0.4559980034828186, 0.45588433742523193, 0.45588159561157227, 0.4549102187156677, 0.45309627056121826, 0.4522407650947571, 0.449219286441803, 0.44858866930007935, 0.44844454526901245, 0.4483088254928589, 0.44824665784835815, 0.4474269151687622, 0.4462083578109741]",0.468341,0.446208,0.454324,0.022133
q_1772136266_0096,2026-02-27 01:34:26,What is good?,general,20,4,"[0.5695826411247253, 0.5621269345283508, 0.5508313179016113, 0.5500389933586121, 0.5476401448249817, 0.5405727624893188, 0.5354647636413574, 0.5348340272903442, 0.5344330072402954, 0.533835768699646, 0.5328323245048523, 0.532048225402832, 0.5320410132408142, 0.5305564403533936, 0.5269449949264526, 0.5264761447906494, 0.52590411901474, 0.5246659517288208, 0.5216941237449646, 0.5204175710678101]",0.569583,0.520418,0.536647,0.049165
q_1772136272_0097,2026-02-27 01:34:32,Is it worth going out to eat?,general,20,4,"[0.6910257339477539, 0.6804190874099731, 0.6734457612037659, 0.6700845956802368, 0.6700249314308167, 0.6676714420318604, 0.6671308279037476, 0.6623319387435913, 0.6611313223838806, 0.6602814197540283, 0.6584820747375488, 0.6548170447349548, 0.6546261310577393, 0.653752326965332, 0.6527507305145264, 0.6519575119018555, 0.6461273431777954, 0.6455808877944946, 0.6435582637786865, 0.6430872678756714]",0.691026,0.643087,0.660414,0.047938
q_1772136278_0098,2026-02-27 01:34:38,How is the food in this area?,aspect,20,5,"[0.7122494578361511, 0.6974053382873535, 0.6947979927062988, 0.6908954977989197, 0.6895298361778259, 0.6888626217842102, 0.6887746453285217, 0.6872718930244446, 0.6869895458221436, 0.686182975769043, 0.685823380947113, 0.6846562623977661, 0.6827194094657898, 0.6821886301040649, 0.6819307804107666, 0.6819057464599609, 0.681473970413208, 0.6800422668457031, 0.6788543462753296, 0.6788308024406433]",0.712249,0.678831,0.687069,0.033419
q_1772136285_0099,2026-02-27 01:34:45,What do you know about dining?,general,20,4,"[0.5832380056381226, 0.5754072070121765, 0.5694676637649536, 0.5686099529266357, 0.5661424994468689, 0.5656136274337769, 0.5647422075271606, 0.5618447065353394, 0.5613481998443604, 0.5610218644142151, 0.5600329041481018, 0.5586916208267212, 0.5580222606658936, 0.5575125217437744, 0.5572702884674072, 0.5568985939025879, 0.5567229986190796, 0.5566301941871643, 0.5566208362579346, 0.5564466714859009]",0.583238,0.556447,0.562614,0.026791
q_1772136293_0100,2026-02-27 01:34:53,Tell me about eating out,general,20,4,"[0.6459513902664185, 0.6449856758117676, 0.6333674192428589, 0.6300640106201172, 0.6294156312942505, 0.6288228631019592, 0.6254836916923523, 0.6252810955047607, 0.6246371269226074, 0.6241921186447144, 0.6239808797836304, 0.6233025789260864, 0.6230589151382446, 0.6218072772026062, 0.6216442584991455, 0.6207299828529358, 0.6202296614646912, 0.6197782158851624, 0.6195055246353149, 0.6191264390945435]",0.645951,0.619126,0.626268,0.026825
q_1772820343_0001,2026-03-06 23:35:43,Is the wait time typically long at Drive Thru?,general,20,4,"[0.7060365676879883, 0.6268571615219116, 0.6154767274856567, 0.6102529764175415, 0.6074935793876648, 0.6033917665481567, 0.5990908741950989, 0.5983619093894958, 0.5954232215881348, 0.5920320749282837, 0.5916491746902466, 0.5855308771133423, 0.5849189758300781, 0.5821252465248108, 0.5814957618713379, 0.580274224281311, 0.579739511013031, 0.5783388614654541, 0.5763664245605469, 0.5721079111099243]",0.706037,0.572108,0.598348,0.133929
q_1772820348_0002,2026-03-06 23:35:48,What is the ambience like at Tahini and bread?,aspect,20,5,"[0.6746822595596313, 0.6337491273880005, 0.6286765336990356, 0.6098787784576416, 0.6098012328147888, 0.6047613024711609, 0.6041792631149292, 0.603586733341217, 0.5997331738471985, 0.5996952652931213, 0.5985239744186401, 0.598516583442688, 0.5980591773986816, 0.5973458886146545, 0.596705436706543, 0.5961635112762451, 0.5950564742088318, 0.5944957137107849, 0.5944130420684814, 0.5921745896339417]",0.674682,0.592175,0.60651,0.082508
q_1772820354_0003,2026-03-06 23:35:54,Are the noodles thick at Cheu Ramen Bar?,general,20,4,"[0.6825932264328003, 0.6284485459327698, 0.6138502359390259, 0.6127414703369141, 0.6108100414276123, 0.6001205444335938, 0.5941252708435059, 0.5916872620582581, 0.5870444774627686, 0.5829871296882629, 0.5817301869392395, 0.5780826807022095, 0.5766869783401489, 0.5755264163017273, 0.5717716217041016, 0.5715060234069824, 0.5703771114349365, 0.5703538060188293, 0.5691086053848267, 0.5684458613395691]",0.682593,0.568446,0.5919,0.114147
q_1772820358_0004,2026-03-06 23:35:58,Is the parking near Tucson's worst restaurant readily available?,complaint,20,6,"[0.7015475630760193, 0.6724252700805664, 0.6538022756576538, 0.6296552419662476, 0.6227073073387146, 0.6201677322387695, 0.6144039034843445, 0.6124604940414429, 0.6123391389846802, 0.6096736788749695, 0.6073595285415649, 0.6068706512451172, 0.6051076054573059, 0.6032432913780212, 0.6024280786514282, 0.6014876961708069, 0.5988770723342896, 0.5978854894638062, 0.5975818037986755, 0.5962738394737244]",0.701548,0.596274,0.618315,0.105274
q_1772820361_0005,2026-03-06 23:36:01,Is the service slow at the mentioned restaurant?,aspect,20,5,"[0.7553567886352539, 0.7432011365890503, 0.7315987348556519, 0.7274057865142822, 0.6927662491798401, 0.6923766732215881, 0.6911871433258057, 0.6906376481056213, 0.6876364350318909, 0.6875221133232117, 0.6873592138290405, 0.6748305559158325, 0.6748018264770508, 0.6687277555465698, 0.6682760715484619, 0.6631983518600464, 0.6616895198822021, 0.6606998443603516, 0.6594095230102539, 0.6572995781898499]",0.755357,0.6573,0.688799,0.098057
q_1772820368_0006,2026-03-06 23:36:08,Does El Limon have authentic Mexican food?,aspect,20,5,"[0.7192922830581665, 0.6619773507118225, 0.6280754804611206, 0.6252224445343018, 0.6193599700927734, 0.6084132194519043, 0.596912145614624, 0.5951188802719116, 0.5917039513587952, 0.5877879858016968, 0.5855427384376526, 0.5794614553451538, 0.5750561952590942, 0.5716696977615356, 0.5686995387077332, 0.5676082372665405, 0.5673362016677856, 0.5668617486953735, 0.5638729333877563, 0.5632134079933167]",0.719292,0.563213,0.597159,0.156079
q_1772820374_0007,2026-03-06 23:36:14,Are burgers salted and peppered at the quaint location?,general,20,4,"[0.7249959707260132, 0.6447982788085938, 0.6028010845184326, 0.5955290794372559, 0.5952672958374023, 0.5949128866195679, 0.5933451652526855, 0.589347779750824, 0.5867919921875, 0.5826646089553833, 0.5792045593261719, 0.5787428021430969, 0.5770152807235718, 0.576696515083313, 0.5750494003295898, 0.5721521377563477, 0.5714805126190186, 0.5698918104171753, 0.5697779655456543, 0.5676159858703613]",0.724996,0.567616,0.592404,0.15738
q_1772820381_0008,2026-03-06 23:36:21,Is there indoor seating at this establishment?,general,20,4,"[0.5913264751434326, 0.5792073607444763, 0.5766957998275757, 0.5758039951324463, 0.572383463382721, 0.56846022605896, 0.5654994249343872, 0.5613892078399658, 0.5602474808692932, 0.5601997375488281, 0.5554065108299255, 0.5550800561904907, 0.5549852252006531, 0.5527070164680481, 0.5516097545623779, 0.5504383444786072, 0.5495303869247437, 0.5486429929733276, 0.5470423698425293, 0.5458086133003235]",0.591326,0.545809,0.561123,0.045518
q_1772820387_0009,2026-03-06 23:36:27,How are the wait times at Kanella Greek Taverna?,general,20,4,"[0.6466495990753174, 0.6424944996833801, 0.6399864554405212, 0.6356860995292664, 0.6307961940765381, 0.6284272074699402, 0.6266643404960632, 0.6244640350341797, 0.6222591400146484, 0.6164319515228271, 0.6162171363830566, 0.6159908175468445, 0.6139732599258423, 0.6128586530685425, 0.6106197834014893, 0.6103342175483704, 0.6068191528320312, 0.6055036187171936, 0.6053445339202881, 0.601990282535553]",0.64665,0.60199,0.620676,0.044659
q_1772820393_0010,2026-03-06 23:36:33,Is the service friendly on the Ybor walking tour?,aspect,20,5,"[0.6908355951309204, 0.6016644239425659, 0.5892664194107056, 0.5880011320114136, 0.582339346408844, 0.5817909836769104, 0.5807702541351318, 0.5786234140396118, 0.5738151669502258, 0.5710453987121582, 0.570935845375061, 0.5613512396812439, 0.5610005259513855, 0.559883177280426, 0.5598117113113403, 0.559772789478302, 0.5595859289169312, 0.5585309863090515, 0.5578875541687012, 0.5577690601348877]",0.690836,0.557769,0.577234,0.133067
q_1772820398_0011,2026-03-06 23:36:38,Are the vermicelli bowls available for takeout at Alberta Ave restaurant?,general,20,4,"[0.734804093837738, 0.5952537655830383, 0.5936262607574463, 0.5931743383407593, 0.5856970548629761, 0.5829497575759888, 0.5826926231384277, 0.5817153453826904, 0.5810166597366333, 0.5733919739723206, 0.5691236257553101, 0.568446159362793, 0.5681909322738647, 0.5659967660903931, 0.5647408366203308, 0.5645536184310913, 0.5644593834877014, 0.564376950263977, 0.563057005405426, 0.5629539489746094]",0.734804,0.562954,0.583011,0.17185
q_1772820404_0012,2026-03-06 23:36:44,What is the cooking style of shrimp and grits at the NOLA restaurant?,general,20,4,"[0.6848101615905762, 0.6570223569869995, 0.6563969850540161, 0.6527703404426575, 0.6506175994873047, 0.6437962055206299, 0.6414802670478821, 0.6378956437110901, 0.632983386516571, 0.6326504945755005, 0.6253225803375244, 0.6204218864440918, 0.6143215298652649, 0.6083483695983887, 0.6079208254814148, 0.6078357100486755, 0.6062411665916443, 0.6027417182922363, 0.5937291383743286, 0.5933095216751099]",0.68481,0.59331,0.628531,0.091501
q_1772820407_0013,2026-03-06 23:36:47,Does Harry's blue bell offer outdoor seating?,general,20,4,"[0.6390025615692139, 0.5342493057250977, 0.5195287466049194, 0.5176069140434265, 0.5153717994689941, 0.5093729496002197, 0.5053755640983582, 0.5025911927223206, 0.5023531913757324, 0.49877500534057617, 0.4978061318397522, 0.49759864807128906, 0.49712562561035156, 0.49467670917510986, 0.4946540594100952, 0.49254047870635986, 0.48929738998413086, 0.48920905590057373, 0.4891526699066162, 0.48894202709198]",0.639003,0.488942,0.508762,0.150061
q_1772820412_0014,2026-03-06 23:36:52,How long are the wait times typically at the best burger place in Philly?,recommendation,20,8,"[0.6634626984596252, 0.6570575833320618, 0.6555343866348267, 0.6533840894699097, 0.6497321128845215, 0.6438169479370117, 0.6370214223861694, 0.6359980702400208, 0.6338357329368591, 0.6321903467178345, 0.6313837766647339, 0.6292381882667542, 0.6244712471961975, 0.6240954995155334, 0.6240768432617188, 0.6173585057258606, 0.6167986392974854, 0.6161431670188904, 0.6153491139411926, 0.6150250434875488]",0.663463,0.615025,0.633799,0.048438
q_1772820418_0015,2026-03-06 23:36:58,Is the sushi fresh at Orange Tint and Tune?,general,20,4,"[0.6139856576919556, 0.6062712669372559, 0.6043686866760254, 0.6034033298492432, 0.5989593267440796, 0.5981093645095825, 0.5971255898475647, 0.5962785482406616, 0.5943208336830139, 0.5940316915512085, 0.5935293436050415, 0.5921854972839355, 0.5875990390777588, 0.58659827709198, 0.5858427286148071, 0.5841845870018005, 0.583203911781311, 0.5826794505119324, 0.5810321569442749, 0.5793511867523193]",0.613986,0.579351,0.593153,0.034634
q_1772820422_0016,2026-03-06 23:37:02,Does Blow Bar have outdoor seating?,general,20,4,"[0.5587130188941956, 0.5534913539886475, 0.5518749356269836, 0.5510827898979187, 0.5432853698730469, 0.5386958718299866, 0.5376284718513489, 0.537543773651123, 0.5364652276039124, 0.5352757573127747, 0.5349239110946655, 0.5338066220283508, 0.5334574580192566, 0.5334020256996155, 0.5324186086654663, 0.5303198099136353, 0.5267868041992188, 0.5263806581497192, 0.5263375043869019, 0.5258668661117554]",0.558713,0.525867,0.537388,0.032846
q_1772820425_0017,2026-03-06 23:37:05,What is the price range for dinner at the restaurant mentioned in review 5?,aspect,20,5,"[0.6401035785675049, 0.6366145610809326, 0.6344148516654968, 0.6308821439743042, 0.6293256282806396, 0.6241638660430908, 0.6219931840896606, 0.6205074787139893, 0.6201766729354858, 0.6176223754882812, 0.6173161268234253, 0.6165796518325806, 0.6138352751731873, 0.6130779385566711, 0.6127796769142151, 0.6125118732452393, 0.6122102737426758, 0.6111209392547607, 0.6111017465591431, 0.6108600497245789]",0.640104,0.61086,0.62036,0.029244
q_1772820429_0018,2026-03-06 23:37:09,Does the restaurant in review 7 offer carryout options due to disappointing service?,aspect,20,5,"[0.6779375076293945, 0.6730256080627441, 0.6651699542999268, 0.6626356840133667, 0.6625039577484131, 0.6602940559387207, 0.6555806398391724, 0.6551132202148438, 0.6515355110168457, 0.6510870456695557, 0.6497007608413696, 0.648192286491394, 0.6474828720092773, 0.6459522843360901, 0.6457889676094055, 0.6454410552978516, 0.6452025771141052, 0.6437263488769531, 0.6435796022415161, 0.643284261226654]",0.677938,0.643284,0.653662,0.034653
q_1772820434_0019,2026-03-06 23:37:14,Is parking available near the restaurant with refrigerator cold ribs (mentioned in review 7)?,general,20,4,"[0.6366623044013977, 0.6162363290786743, 0.6105358600616455, 0.6043524146080017, 0.6023591756820679, 0.6008831262588501, 0.6005080342292786, 0.600176215171814, 0.5990666151046753, 0.5968083143234253, 0.5950992703437805, 0.5919612050056458, 0.5918595194816589, 0.5917354822158813, 0.5911226272583008, 0.5906000733375549, 0.5905869007110596, 0.5897045731544495, 0.589682400226593, 0.5896092057228088]",0.636662,0.589609,0.598977,0.047053
q_1772820441_0020,2026-03-06 23:37:21,Is the gumbo served with rice or potato salad at this place?,general,20,4,"[0.6254202127456665, 0.6174265146255493, 0.601758599281311, 0.5972942113876343, 0.5942741632461548, 0.5933958888053894, 0.5929831862449646, 0.5926415920257568, 0.5884457230567932, 0.5881167054176331, 0.587327241897583, 0.5862855911254883, 0.5843334197998047, 0.5832153558731079, 0.5819479823112488, 0.5803232789039612, 0.5773524045944214, 0.575577974319458, 0.5752922892570496, 0.5730395317077637]",0.62542,0.57304,0.589823,0.052381
q_1772820445_0021,2026-03-06 23:37:25,"What is the ambience like at The Preserve, a nature reserve and cafe?",aspect,20,5,"[0.636815071105957, 0.612695038318634, 0.6080120801925659, 0.6058169007301331, 0.599346399307251, 0.5978342294692993, 0.5974850058555603, 0.5946399569511414, 0.5940514802932739, 0.5894019603729248, 0.5893384218215942, 0.5890961289405823, 0.588740348815918, 0.5884793400764465, 0.5881606340408325, 0.5870562195777893, 0.5869127511978149, 0.5858357548713684, 0.5831621885299683, 0.5827491283416748]",0.636815,0.582749,0.595281,0.054066
q_1772820450_0022,2026-03-06 23:37:30,Does Sweet CeCe's have unique hummus flavors for toppings?,general,20,4,"[0.5680395364761353, 0.5571238994598389, 0.5566568374633789, 0.5559573173522949, 0.5556578636169434, 0.551400363445282, 0.5494661927223206, 0.5485777258872986, 0.548105001449585, 0.5476505160331726, 0.547242283821106, 0.5424684286117554, 0.542279839515686, 0.5399760603904724, 0.535201907157898, 0.5350489020347595, 0.5331228971481323, 0.5328817963600159, 0.5324745178222656, 0.5322136878967285]",0.56804,0.532214,0.545577,0.035826
q_1772820454_0023,2026-03-06 23:37:34,How large are the portion sizes in family-style dining at this restaurant?,general,20,4,"[0.6410441398620605, 0.6332370042800903, 0.6230925917625427, 0.6148042678833008, 0.6024613976478577, 0.5996370315551758, 0.5954957008361816, 0.5945156812667847, 0.5939537882804871, 0.5909581184387207, 0.590756356716156, 0.5888810157775879, 0.5876318216323853, 0.5870858430862427, 0.5834546089172363, 0.5804637670516968, 0.579878568649292, 0.5782991647720337, 0.576731264591217, 0.5760538578033447]",0.641044,0.576054,0.595922,0.06499
q_1772820458_0024,2026-03-06 23:37:38,Is the green beans served at this restaurant noteworthy?,general,20,4,"[0.6714524030685425, 0.6392064690589905, 0.6360988616943359, 0.6199290752410889, 0.6188352704048157, 0.6177459955215454, 0.6135057210922241, 0.6114426255226135, 0.6104395389556885, 0.6097276210784912, 0.6079953908920288, 0.6076673269271851, 0.607309877872467, 0.6071163415908813, 0.6064855456352234, 0.6061787009239197, 0.6058606505393982, 0.6045001745223999, 0.60318523645401, 0.603164553642273]",0.671452,0.603165,0.615392,0.068288
q_1772820461_0025,2026-03-06 23:37:41,Is the beer selection good at the Nintendo 64 bar?,general,20,4,"[0.6888453960418701, 0.6503896713256836, 0.6492438316345215, 0.640447735786438, 0.6228910684585571, 0.6209815740585327, 0.6197398900985718, 0.6186205148696899, 0.6177749633789062, 0.615289032459259, 0.6151065230369568, 0.6142926812171936, 0.6138676404953003, 0.6137702465057373, 0.613152265548706, 0.6113086342811584, 0.6111726760864258, 0.6109618544578552, 0.6046394109725952, 0.5981911420822144]",0.688845,0.598191,0.622534,0.090654
q_1772820464_0026,2026-03-06 23:37:44,Was the vehicle repair free of charge at this garage?,general,20,4,"[0.6593457460403442, 0.6366186141967773, 0.6257086992263794, 0.6187043190002441, 0.6180369853973389, 0.608867883682251, 0.6006366014480591, 0.5947518348693848, 0.593228280544281, 0.5928571224212646, 0.5873878002166748, 0.5868288278579712, 0.5854190587997437, 0.585415780544281, 0.5839078426361084, 0.5827549695968628, 0.5817074179649353, 0.5810633897781372, 0.580225944519043, 0.5780441761016846]",0.659346,0.578044,0.599076,0.081302
q_1772820470_0027,2026-03-06 23:37:50,How is the breakfast value at the truffle restaurant?,general,20,4,"[0.6438001394271851, 0.6371440887451172, 0.6320390701293945, 0.630451500415802, 0.6295239925384521, 0.6271143555641174, 0.6239874362945557, 0.6216744184494019, 0.6198034286499023, 0.616804301738739, 0.6165955066680908, 0.6148289442062378, 0.6134976148605347, 0.6107776761054993, 0.610354483127594, 0.6100147366523743, 0.6098783612251282, 0.6096248030662537, 0.6089743971824646, 0.607552170753479]",0.6438,0.607552,0.619722,0.036248
q_1772820473_0028,2026-03-06 23:37:53,Does the guacamole stand out in the overpriced meal?,aspect,20,5,"[0.707402765750885, 0.6817026138305664, 0.6512218713760376, 0.6445492506027222, 0.6383148431777954, 0.631704568862915, 0.6204400658607483, 0.6177508234977722, 0.6149025559425354, 0.6096230149269104, 0.6092311143875122, 0.6058303117752075, 0.6055686473846436, 0.6054608821868896, 0.6047532558441162, 0.6047416925430298, 0.603720486164093, 0.6028597354888916, 0.6017690896987915, 0.6015415787696838]",0.707403,0.601542,0.623154,0.105861
q_1772820477_0029,2026-03-06 23:37:57,Are there commercials on the TV shows at the hotel?,general,20,4,"[0.6051977872848511, 0.5262442231178284, 0.5195375680923462, 0.5162022113800049, 0.5071130990982056, 0.5069104433059692, 0.505866289138794, 0.5042580366134644, 0.5017738938331604, 0.49955958127975464, 0.4988439679145813, 0.4964470863342285, 0.49266672134399414, 0.49135977029800415, 0.4874659776687622, 0.4865459203720093, 0.48532795906066895, 0.48492467403411865, 0.4837774634361267, 0.4825211763381958]",0.605198,0.482521,0.504127,0.122677
q_1772820481_0030,2026-03-06 23:38:01,Is the pad Thai spicy at the first-time restaurant visit?,general,20,4,"[0.6724879741668701, 0.6591410636901855, 0.6587059497833252, 0.6586097478866577, 0.6507523059844971, 0.6404403448104858, 0.6398845911026001, 0.6397063732147217, 0.6396167278289795, 0.6394379138946533, 0.638778567314148, 0.6378530263900757, 0.6350662708282471, 0.6342445015907288, 0.6303986310958862, 0.626824140548706, 0.62616366147995, 0.6239744424819946, 0.6223238110542297, 0.6212785243988037]",0.672488,0.621279,0.639784,0.051209
q_1772820485_0031,2026-03-06 23:38:05,Does the North Wilmington diner offer healthy topping options?,general,20,4,"[0.6441009044647217, 0.5843038558959961, 0.5841429233551025, 0.5822641849517822, 0.5800957679748535, 0.5774425864219666, 0.5768367052078247, 0.5751512050628662, 0.5742775201797485, 0.5726721286773682, 0.5724170207977295, 0.5702367424964905, 0.570212721824646, 0.5691340565681458, 0.5682247877120972, 0.566881000995636, 0.5658129453659058, 0.5657438635826111, 0.5646165609359741, 0.5646160840988159]",0.644101,0.564616,0.576459,0.079485
q_1772820490_0032,2026-03-06 23:38:10,What are the prices like for lunch specials at the Chinese place?,aspect,20,5,"[0.7092911005020142, 0.6908872723579407, 0.6517477631568909, 0.6492571234703064, 0.6450008153915405, 0.6437265872955322, 0.6427154541015625, 0.6427085399627686, 0.6386381387710571, 0.6386197805404663, 0.6329880952835083, 0.6324089765548706, 0.6322367191314697, 0.6319248676300049, 0.6303325295448303, 0.6287053823471069, 0.6242467164993286, 0.6241925358772278, 0.6240727305412292, 0.623429536819458]",0.709291,0.62343,0.641857,0.085862
q_1772820494_0033,2026-03-06 23:38:14,Is there a customer service department at the disrecommended place?,recommendation,20,8,"[0.6020740270614624, 0.5892337560653687, 0.5880333781242371, 0.585584819316864, 0.5853182077407837, 0.5844010710716248, 0.5839873552322388, 0.5814540982246399, 0.5814467668533325, 0.5803282260894775, 0.5798206329345703, 0.579808235168457, 0.5783224701881409, 0.577948808670044, 0.5772989988327026, 0.5746767520904541, 0.5743284225463867, 0.5743271112442017, 0.5735528469085693, 0.5732684135437012]",0.602074,0.573268,0.581261,0.028806
q_1772820497_0034,2026-03-06 23:38:17,"Is parking easily available near the expensive, distant restaurant?",general,20,4,"[0.6394070386886597, 0.623281717300415, 0.6119318008422852, 0.6111484169960022, 0.6076560020446777, 0.6073455214500427, 0.6068254113197327, 0.6058759093284607, 0.6045137643814087, 0.6015996932983398, 0.6006377935409546, 0.6006255745887756, 0.5999607443809509, 0.5987880825996399, 0.5977720022201538, 0.5977484583854675, 0.5973252058029175, 0.5961205363273621, 0.5945701599121094, 0.5928162336349487]",0.639407,0.592816,0.604798,0.046591
q_1772820501_0035,2026-03-06 23:38:21,Does the coffee shop offer a menu?,general,20,4,"[0.6497069597244263, 0.6410387754440308, 0.6306746006011963, 0.6207053661346436, 0.6191755533218384, 0.6128948330879211, 0.6110466122627258, 0.605230450630188, 0.6041460037231445, 0.6029497981071472, 0.6027213335037231, 0.6015329360961914, 0.6004585027694702, 0.5999619364738464, 0.5956229567527771, 0.5943406820297241, 0.5932215452194214, 0.5925272107124329, 0.592262327671051, 0.5902823805809021]",0.649707,0.590282,0.608025,0.059425
q_1772820505_0036,2026-03-06 23:38:25,Is there a specific location for the 50% off Tulane student offer?,general,20,4,"[0.6031438708305359, 0.5524377822875977, 0.5488710403442383, 0.5453522801399231, 0.5391351580619812, 0.5338597893714905, 0.5333784818649292, 0.5323606729507446, 0.5306742787361145, 0.5302209854125977, 0.5280930399894714, 0.5261675715446472, 0.5243422389030457, 0.5242982506752014, 0.523568868637085, 0.523158609867096, 0.5223771929740906, 0.5216866135597229, 0.521300196647644, 0.5206009745597839]",0.603144,0.520601,0.534251,0.082543
q_1772820510_0037,2026-03-06 23:38:30,Does the restaurant sell deboned duck upon request?,general,20,4,"[0.6238294839859009, 0.5725272297859192, 0.570038914680481, 0.5638234615325928, 0.5543566942214966, 0.5530104041099548, 0.5506734848022461, 0.5490622520446777, 0.5467835664749146, 0.5467188954353333, 0.5458582639694214, 0.5418262481689453, 0.5406747460365295, 0.5402477979660034, 0.5396422743797302, 0.5387240052223206, 0.5337093472480774, 0.5327205657958984, 0.531710147857666, 0.529562771320343]",0.623829,0.529563,0.550275,0.094267
q_1772820515_0038,2026-03-06 23:38:35,Is the pastries selection at Santana's exceptional?,general,20,4,"[0.6381424069404602, 0.580944836139679, 0.5610383749008179, 0.5546010732650757, 0.5538275241851807, 0.5528622269630432, 0.5509873628616333, 0.5506967902183533, 0.5502033829689026, 0.5495864152908325, 0.5486496686935425, 0.5481653213500977, 0.5468950271606445, 0.5463210344314575, 0.5457929372787476, 0.5454906225204468, 0.5440170764923096, 0.5429463386535645, 0.5426663160324097, 0.5419581532478333]",0.638142,0.541958,0.55479,0.096184
q_1772820520_0039,2026-03-06 23:38:40,Are portions small or large at this restaurant?,general,20,4,"[0.6872991323471069, 0.6832780838012695, 0.672112762928009, 0.6558458805084229, 0.6533275842666626, 0.6461977958679199, 0.6314862370491028, 0.6284856796264648, 0.627335250377655, 0.6234138607978821, 0.6225763559341431, 0.6197454929351807, 0.6188477873802185, 0.6186033487319946, 0.6184388399124146, 0.617550790309906, 0.6164077520370483, 0.6162480115890503, 0.6156437993049622, 0.6147738099098206]",0.687299,0.614774,0.634381,0.072525
q_1772820523_0040,2026-03-06 23:38:43,Is the background music loud at this restaurant?,general,20,4,"[0.6616310477256775, 0.65365070104599, 0.6290868520736694, 0.6268600225448608, 0.6260074377059937, 0.6243494749069214, 0.6236380338668823, 0.6210437417030334, 0.6187793016433716, 0.6092279553413391, 0.6038196086883545, 0.5993772745132446, 0.5991280674934387, 0.59587162733078, 0.5925409197807312, 0.5919756889343262, 0.5912047028541565, 0.5899083614349365, 0.5857571363449097, 0.5856866240501404]",0.661631,0.585687,0.611477,0.075944
q_1772820527_0041,2026-03-06 23:38:47,Does the restaurant offer group dining options?,general,20,4,"[0.6537603139877319, 0.6501390933990479, 0.6462795734405518, 0.6443042755126953, 0.6364450454711914, 0.6319125890731812, 0.628903329372406, 0.6286535263061523, 0.6276204586029053, 0.6272085905075073, 0.6269514560699463, 0.6269466876983643, 0.6254743337631226, 0.6252027750015259, 0.6248337030410767, 0.6246563196182251, 0.623974621295929, 0.6237035989761353, 0.6235727667808533, 0.623092770576477]",0.65376,0.623093,0.631182,0.030668
